Song,Artist,Compound,Negitive,Neutral,Positive
Ya Ba Ye,Ofra Haza,-0.8325,0.05,0.928,0.022
Burn Me Up,Oingo Boingo,-0.8944,0.127,0.805,0.068
Change,Oingo Boingo,-0.9626,0.117,0.796,0.086
Cool City,Oingo Boingo,0.9921,0.046,0.766,0.188
Forbidden Zone,Oingo Boingo,-0.9756,0.18,0.751,0.068
Gimme A Break,Oingo Boingo,-0.8888,0.109,0.811,0.08
Go Away,Oingo Boingo,0.0548,0.057,0.877,0.066
Good For Your Soul,Oingo Boingo,0.9941,0.077,0.673,0.249
Goodbye-goodbye,Oingo Boingo,-0.9478,0.142,0.774,0.085
Happy,Oingo Boingo,0.9995,0.023,0.618,0.359
Hey!,Oingo Boingo,0.9703,0.149,0.646,0.206
Hold Me Back,Oingo Boingo,-0.987,0.227,0.728,0.044
Home Again,Oingo Boingo,-0.9939,0.207,0.737,0.056
I Am The Walrus,Oingo Boingo,-0.9559,0.125,0.806,0.069
I'm Afraid,Oingo Boingo,0.285,0.096,0.837,0.067
I'm So Bad,Oingo Boingo,-0.9938,0.271,0.628,0.101
Imposter,Oingo Boingo,0.4748,0.083,0.83,0.087
Just Another Day,Oingo Boingo,-0.4849,0.067,0.877,0.056
Little Guns,Oingo Boingo,0.5773,0.015,0.886,0.099
Louise,Oingo Boingo,0.9815,0.084,0.659,0.257
No Spill Blood,Oingo Boingo,-0.993,0.205,0.754,0.041
Not My Slave,Oingo Boingo,0.8145,0.082,0.833,0.086
Nothing Bad Ever Happens,Oingo Boingo,0.6917,0.181,0.626,0.193
Nothing To Fear,Oingo Boingo,0.9936,0.076,0.73,0.194
Nuclear Babies,Oingo Boingo,0.9842,0.016,0.85,0.134
On The Outside,Oingo Boingo,-0.3954,0.07,0.864,0.065
Out Of Control,Oingo Boingo,0.8329,0.051,0.85,0.099
Pain,Oingo Boingo,0.9535,0.071,0.774,0.155
Pedestrian Wolves,Oingo Boingo,0.999,0.046,0.698,0.256
Perfect System,Oingo Boingo,0.9934,0.093,0.711,0.196
Something Isn't Right,Oingo Boingo,-0.8182,0.075,0.882,0.043
Sweat,Oingo Boingo,0.7606,0.128,0.717,0.156
The Cat Is Dead,Oingo Boingo,-0.8016,0.121,0.765,0.115
This Bud's For You!,Oingo Boingo,-0.5216,0.042,0.958,0.0
Violent Love,Oingo Boingo,0.8579,0.16,0.533,0.307
War Again,Oingo Boingo,0.9994,0.082,0.547,0.371
Weird Science,Oingo Boingo,0.9725,0.071,0.788,0.141
Where Do All My Friends Go?,Oingo Boingo,0.9987,0.031,0.713,0.256
Why'd We Come,Oingo Boingo,0.9824,0.041,0.806,0.153
504,Old 97's,0.9418,0.134,0.667,0.199
Alone So Far,Old 97's,-0.5175,0.178,0.694,0.128
Am I Too Late?,Old 97's,0.9633,0.062,0.777,0.161
Designs On You,Old 97's,-0.985,0.14,0.836,0.024
Desperate Times,Old 97's,-0.9373,0.174,0.777,0.049
Eyes For You,Old 97's,0.9536,0.081,0.765,0.154
"Goin', Goin', Gone",Old 97's,0.9273,0.061,0.834,0.105
Hands Off,Old 97's,0.9809,0.089,0.671,0.24
Harold's Super Service,Old 97's,0.9715,0.014,0.878,0.108
Holy Cross,Old 97's,-0.8878,0.147,0.746,0.108
House That Used To Be,Old 97's,0.601,0.109,0.775,0.117
If My Heart Was A Car,Old 97's,-0.4703,0.055,0.9,0.045
In The Satellite Rides A Star,Old 97's,0.7502,0.026,0.9,0.074
Indefinitely,Old 97's,0.991,0.04,0.772,0.188
Ivy,Old 97's,0.8294,0.075,0.796,0.129
Jagged,Old 97's,-0.9702,0.132,0.848,0.02
Just Like California,Old 97's,-0.7369,0.142,0.756,0.102
King Of All The World,Old 97's,0.4939,0.03,0.906,0.065
Let The Idiot Speak,Old 97's,-0.9985,0.365,0.611,0.024
Let The Train Blow The Whistle,Old 97's,-0.9364,0.135,0.821,0.044
Making Love To You,Old 97's,0.9863,0.208,0.486,0.306
Mama Tried,Old 97's,-0.919,0.163,0.742,0.095
Melt Show,Old 97's,0.7914,0.077,0.817,0.105
Miss Molly,Old 97's,0.976,0.085,0.755,0.16
Murder,Old 97's,-0.8608,0.09,0.91,0.0
My Sweet Blue-Eyed Darlin',Old 97's,0.992,0.056,0.696,0.249
Nineteen,Old 97's,0.9531,0.076,0.749,0.175
Niteclub,Old 97's,0.9607,0.091,0.72,0.188
No Mother,Old 97's,-0.9637,0.303,0.581,0.116
Old Familiar Steam,Old 97's,-0.4588,0.11,0.819,0.071
Oppenheimer,Old 97's,0.5859,0.026,0.945,0.029
Over The Cliff,Old 97's,-0.6991,0.244,0.536,0.22
Por Favor,Old 97's,0.9984,0.047,0.636,0.317
Question,Old 97's,-0.4294,0.13,0.782,0.088
Ray Charles,Old 97's,0.8986,0.119,0.746,0.135
Rollerskate Skinny,Old 97's,0.9953,0.049,0.741,0.209
Salome,Old 97's,-0.6188,0.263,0.472,0.266
Singular Girl,Old 97's,0.9802,0.017,0.854,0.129
Smokers,Old 97's,0.2382,0.026,0.948,0.026
Up The Devil's Pay,Old 97's,0.836,0.113,0.734,0.153
Valentine,Old 97's,-0.9887,0.234,0.658,0.108
Victoria,Old 97's,0.9763,0.07,0.791,0.139
W-I-F-E,Old 97's,-0.981,0.127,0.855,0.018
W. Tx Teardrops,Old 97's,-0.8153,0.039,0.946,0.016
Weightless,Old 97's,0.9918,0.078,0.612,0.31
What We Talk About,Old 97's,0.994,0.059,0.701,0.241
Wish The Worst,Old 97's,0.9496,0.107,0.725,0.168
As Long As He Needs Me,Oliver,0.9685,0.085,0.748,0.167
I'd Do Anything,Oliver,0.9816,0.068,0.753,0.179
Leaving On A Jet Plane,Oliver,0.7328,0.11,0.744,0.146
Lonely Days,Oliver,-0.997,0.291,0.695,0.014
Long Time Coming,Oliver,0.9677,0.025,0.845,0.13
My Name,Oliver,-0.9406,0.146,0.774,0.08
"Oliver, Oliver!",Oliver,0.3818,0.017,0.946,0.036
One Of Those Nights,Oliver,0.9288,0.043,0.869,0.088
Oom Pah Pah,Oliver,0.9233,0.024,0.907,0.069
Out Of Place,Oliver,0.9867,0.073,0.726,0.201
The Greatest Story Ever Told,Oliver,0.9825,0.084,0.742,0.174
The Touch Of Her Hand,Oliver,0.9985,0.018,0.676,0.306
The Twelfth Of Never,Oliver,0.9966,0.019,0.668,0.313
Where Is Love?,Oliver,0.9544,0.031,0.837,0.132
All Over The World,Olivia Newton-John,0.6908,0.0,0.975,0.025
And In The Morning,Olivia Newton-John,0.9844,0.05,0.736,0.214
Boats Against The Current,Olivia Newton-John,0.9503,0.018,0.872,0.11
Carried Away,Olivia Newton-John,0.9747,0.069,0.762,0.169
Changes,Olivia Newton-John,-0.3063,0.094,0.82,0.086
Don't Say That,Olivia Newton-John,0.9796,0.092,0.734,0.174
Don't Stop Believin',Olivia Newton-John,0.9823,0.089,0.776,0.135
Follow Me,Olivia Newton-John,0.9071,0.03,0.894,0.076
Greensleeves,Olivia Newton-John,0.9967,0.02,0.617,0.363
I Need Love,Olivia Newton-John,0.986,0.1,0.71,0.19
I Think I'll Say Goodbye,Olivia Newton-John,0.8729,0.102,0.753,0.145
If You Could Read My Mind,Olivia Newton-John,0.9489,0.069,0.755,0.176
Instrument Of Peace,Olivia Newton-John,0.9906,0.044,0.679,0.277
It's Christmas Time Down Under,Olivia Newton-John,0.7608,0.038,0.881,0.081
It's Raining On Prom Night,Olivia Newton-John,0.4329,0.107,0.781,0.112
Love Is A Gift,Olivia Newton-John,0.9942,0.024,0.714,0.262
Loving Arms,Olivia Newton-John,0.9136,0.079,0.779,0.142
Lullaby,Olivia Newton-John,0.9562,0.0,0.88,0.12
Music Makes My Day,Olivia Newton-John,0.991,0.089,0.612,0.299
No Matter What You Do,Olivia Newton-John,0.9948,0.145,0.567,0.288
Not Gonna Give Into It,Olivia Newton-John,-0.9933,0.268,0.656,0.076
Over The Rainbow,Olivia Newton-John,0.8633,0.055,0.794,0.152
Physical,Olivia Newton-John,0.8481,0.005,0.955,0.04
Queen Of The Publication,Olivia Newton-John,0.8274,0.031,0.907,0.062
Rosewater,Olivia Newton-John,0.9807,0.039,0.795,0.166
Take A Chance,Olivia Newton-John,0.9946,0.063,0.6,0.337
The Key,Olivia Newton-John,0.9724,0.042,0.763,0.195
The Way Of Love,Olivia Newton-John,0.9977,0.047,0.695,0.258
Tied Up,Olivia Newton-John,0.9583,0.091,0.726,0.182
Tutta La Vita,Olivia Newton-John,0.9693,0.015,0.827,0.158
Army Of Two,Olly Murs,0.9976,0.037,0.744,0.219
Did You Miss Me,Olly Murs,0.9449,0.083,0.816,0.102
Don't Say Goodbye,Olly Murs,-0.7555,0.08,0.856,0.065
Grow Up,Olly Murs,0.6586,0.078,0.825,0.097
Hand On Heart,Olly Murs,0.9978,0.043,0.692,0.265
Head To Toe,Olly Murs,0.9276,0.054,0.847,0.099
Heart On My Sleeve,Olly Murs,0.3226,0.082,0.815,0.103
Heart Skips A Beat,Olly Murs,0.9916,0.034,0.834,0.132
History,Olly Murs,0.9878,0.016,0.863,0.121
Hold on,Olly Murs,-0.9698,0.13,0.813,0.057
Hope You Got What You Came For,Olly Murs,0.9695,0.052,0.818,0.13
I Don't Love You Too,Olly Murs,-0.6364,0.21,0.576,0.214
Inner Ninja,Olly Murs,-0.9985,0.221,0.726,0.053
Just For Tonight,Olly Murs,0.9942,0.05,0.789,0.16
Look At The Sky,Olly Murs,-0.9808,0.229,0.704,0.067
Love Shine Down,Olly Murs,0.9966,0.015,0.797,0.188
Sliding Doors,Olly Murs,0.875,0.06,0.87,0.07
That's Alright With Me,Olly Murs,0.9751,0.064,0.797,0.139
We Still Love,Olly Murs,0.9941,0.146,0.619,0.235
Wrapped Up,Olly Murs,0.9959,0.045,0.799,0.156
All That Glitters,Omd,0.8522,0.181,0.579,0.241
Apollo,Omd,-0.3553,0.132,0.742,0.126
Bunker Soldiers,Omd,0.7615,0.154,0.664,0.183
Dollar Girl,Omd,0.8669,0.132,0.733,0.135
Electricity,Omd,0.8925,0.039,0.756,0.205
Forever,Omd,-0.9477,0.145,0.8,0.055
Hard Day,Omd,-0.8442,0.123,0.86,0.017
If You Leave,Omd,0.9731,0.049,0.828,0.123
Pandoras Box,Omd,0.7207,0.143,0.681,0.176
Pretending To See The Future,Omd,-0.9909,0.191,0.729,0.08
Promise,Omd,0.4891,0.016,0.951,0.032
Radio Waves,Omd,-0.2444,0.022,0.978,0.0
So In Love,Omd,0.9976,0.063,0.644,0.292
Southern,Omd,0.9982,0.006,0.671,0.323
Speed Of Light,Omd,0.8953,0.031,0.888,0.081
Stand Above Me,Omd,0.9941,0.024,0.729,0.247
Stanlow,Omd,0.5187,0.068,0.828,0.104
Stay,Omd,0.9411,0.081,0.746,0.173
TALKING LOUD AND CLEAR,Omd,0.6875,0.061,0.849,0.091
Telegraph,Omd,0.995,0.0,0.726,0.274
Tesla Girls,Omd,0.9813,0.158,0.623,0.219
That Was Then,Omd,0.9763,0.074,0.77,0.156
The Black Sea,Omd,-0.9874,0.243,0.71,0.047
The Boy From The Chemist Is Here To See You,Omd,-0.1779,0.184,0.646,0.17
The Dead Girls,Omd,0.9136,0.134,0.651,0.215
The Gospel Of St Jude,Omd,0.9423,0.096,0.664,0.239
The Lights Are Going Out,Omd,0.296,0.011,0.969,0.019
The Messerschmitt Twins,Omd,0.5248,0.128,0.73,0.141
The Misunderstanding,Omd,0.992,0.051,0.66,0.289
The More I See You,Omd,0.8893,0.045,0.845,0.11
The New Stone Age,Omd,0.5267,0.076,0.814,0.11
The Pacific Age,Omd,0.9042,0.131,0.686,0.183
Then You Turn Away,Omd,-0.9529,0.17,0.767,0.064
Very Close To Far Away,Omd,0.8555,0.0,0.958,0.042
Victory Waltz,Omd,-0.6369,0.101,0.827,0.072
Walking On Air,Omd,0.9806,0.043,0.782,0.175
Walking On The Milky Way,Omd,0.8218,0.047,0.877,0.075
Watch Us Fall,Omd,0.5719,0.024,0.915,0.062
We Love You,Omd,0.987,0.134,0.616,0.25
WOMEN III,Omd,0.9887,0.026,0.803,0.171
18,One Direction,0.9981,0.009,0.751,0.24
Act My Age,One Direction,-0.7574,0.107,0.829,0.064
Alive,One Direction,0.989,0.037,0.791,0.172
All You Need Is Love,One Direction,0.9996,0.008,0.496,0.496
Better Than Words,One Direction,0.9973,0.149,0.545,0.305
Clouds,One Direction,0.9945,0.027,0.773,0.2
Diana,One Direction,-0.9587,0.115,0.82,0.064
Does He Know?,One Direction,-0.4173,0.079,0.83,0.091
Fool's Gold,One Direction,0.9821,0.031,0.808,0.161
Happily,One Direction,-0.9562,0.178,0.706,0.116
Heroes,One Direction,0.9973,0.0,0.655,0.345
Irresistible,One Direction,0.9939,0.013,0.753,0.233
Little Things,One Direction,0.9969,0.054,0.738,0.208
Little White Lies,One Direction,-0.9928,0.18,0.758,0.062
Long Way Down,One Direction,-0.7003,0.099,0.836,0.065
Look After You,One Direction,0.9649,0.041,0.821,0.139
Lost In Life,One Direction,0.9675,0.093,0.737,0.17
Love Me Please,One Direction,0.996,0.039,0.468,0.493
Math Song,One Direction,-0.8857,0.106,0.855,0.04
Midnight Memories,One Direction,0.7458,0.045,0.878,0.077
Moments,One Direction,0.9495,0.058,0.854,0.089
No Control,One Direction,-0.9893,0.21,0.757,0.034
Nobody Compares,One Direction,0.9664,0.125,0.711,0.164
Nobody Knows,One Direction,-0.919,0.193,0.714,0.093
Olivia,One Direction,0.9958,0.039,0.756,0.206
Once In A Lifetime,One Direction,0.6187,0.066,0.837,0.097
One Last Time,One Direction,0.9132,0.118,0.707,0.175
Only Girl In The World,One Direction,0.9963,0.008,0.719,0.273
Ready To Run,One Direction,0.9982,0.03,0.708,0.262
Right Now,One Direction,0.9964,0.011,0.727,0.262
Rock Me,One Direction,0.9943,0.025,0.761,0.214
Save You Tonight,One Direction,0.995,0.07,0.658,0.273
She's Not Afraid,One Direction,0.9974,0.044,0.743,0.213
She's The One,One Direction,0.9201,0.021,0.854,0.124
Something Great,One Direction,0.9818,0.034,0.791,0.175
Stand Up,One Direction,-0.9978,0.242,0.719,0.039
Steal My Girl,One Direction,0.25,0.054,0.863,0.084
Still The One,One Direction,-0.977,0.121,0.809,0.071
Stockholm Syndrome,One Direction,0.7024,0.032,0.903,0.065
Stole My Heart,One Direction,0.9844,0.067,0.774,0.16
Story Of My Life,One Direction,0.9413,0.072,0.818,0.11
Strong,One Direction,-0.998,0.315,0.559,0.126
Summer Love,One Direction,0.9965,0.059,0.698,0.243
Summer Of '69,One Direction,0.9371,0.012,0.838,0.151
Take Me Home,One Direction,0.9726,0.03,0.833,0.137
Taken,One Direction,0.8249,0.1,0.738,0.162
Tell Me A Lie,One Direction,-0.9843,0.183,0.745,0.072
Tell Me That You Want Me,One Direction,0.6124,0.035,0.887,0.078
The Way You Look Tonight,One Direction,0.7184,0.0,0.92,0.08
Through The Dark,One Direction,0.996,0.123,0.648,0.23
Tonight,One Direction,0.9956,0.007,0.652,0.342
Total Eclipse Of The Heart,One Direction,0.7256,0.05,0.88,0.071
Use Somebody,One Direction,0.9908,0.016,0.805,0.179
Vas Happenin' Boys,One Direction,-0.5362,0.078,0.858,0.064
Viva La Vida,One Direction,-0.9136,0.146,0.854,0.0
What A Feeling,One Direction,0.8512,0.058,0.861,0.081
Why Don't We Go There,One Direction,0.9465,0.0,0.919,0.081
Wonderwall,One Direction,0.733,0.009,0.948,0.043
You And I,One Direction,0.8661,0.052,0.868,0.08
You Don't Know You're Beautiful,One Direction,-0.9671,0.142,0.776,0.082
All Fall Down,OneRepublic,0.0426,0.139,0.722,0.139
All This Time,OneRepublic,0.993,0.021,0.777,0.201
Can't Stop,OneRepublic,0.9693,0.066,0.788,0.146
Christmas Without You,OneRepublic,-0.9913,0.189,0.753,0.058
Feel Again,OneRepublic,0.7266,0.178,0.636,0.186
Future Looks Good,OneRepublic,0.9727,0.085,0.74,0.175
It's A Shame,OneRepublic,-0.6542,0.23,0.552,0.219
Light It Up,OneRepublic,-0.8508,0.118,0.799,0.082
Love Runs Out,OneRepublic,0.9983,0.068,0.687,0.244
Oh My My,OneRepublic,0.9113,0.032,0.893,0.075
Ordinary Human,OneRepublic,0.9936,0.035,0.782,0.183
Say (All I Need),OneRepublic,0.9929,0.044,0.77,0.186
Something's Gotta Give,OneRepublic,0.7861,0.047,0.868,0.085
Advent,Opeth,0.1027,0.079,0.846,0.075
April Ethereal,Opeth,0.6597,0.093,0.778,0.129
Bleak,Opeth,-0.9769,0.163,0.798,0.038
By The Pain I See In Others,Opeth,0.8959,0.051,0.857,0.092
Circle Of Tyrants,Opeth,-0.4588,0.118,0.782,0.101
Credence,Opeth,-0.7054,0.172,0.694,0.134
Death Whispered A Lullaby,Opeth,0.7964,0.055,0.833,0.112
Deliverance,Opeth,-0.9619,0.144,0.79,0.066
Demon Of The Fall,Opeth,-0.959,0.177,0.78,0.043
Face Of Melinda,Opeth,0.7964,0.086,0.77,0.144
Forest Of October,Opeth,-0.2341,0.133,0.757,0.11
Harvest,Opeth,-0.6397,0.115,0.782,0.103
Haxprocess,Opeth,-0.9022,0.22,0.684,0.096
Heir Apparant,Opeth,-0.9823,0.265,0.6,0.135
Hessian Peel,Opeth,-0.9655,0.157,0.821,0.023
Hope Leaves,Opeth,-0.8542,0.095,0.887,0.018
Hours Of Wealth,Opeth,-0.4404,0.111,0.828,0.061
I Feel The Dark,Opeth,0.5859,0.137,0.713,0.149
In Mist She Was Standing,Opeth,0.8497,0.05,0.833,0.117
In My Time Of Need,Opeth,-0.8863,0.106,0.852,0.042
Isolation Years,Opeth,-0.6842,0.182,0.703,0.115
Master's Apprentices,Opeth,-0.25,0.1,0.811,0.089
Pyre,Opeth,-0.959,0.205,0.757,0.038
Remember Tomorrow,Opeth,-0.96,0.274,0.688,0.038
Serenity Painted Death,Opeth,-0.8689,0.195,0.659,0.146
Slither,Opeth,0.6124,0.096,0.754,0.15
Still Day Beneath The Sun,Opeth,-0.9556,0.138,0.834,0.028
The Amen Corner,Opeth,-0.836,0.096,0.843,0.061
The Apostle In Triumph,Opeth,0.7964,0.09,0.772,0.137
The Baying Of The Hounds,Opeth,-0.9906,0.228,0.647,0.125
The Devil's Orchard,Opeth,-0.9874,0.3,0.598,0.102
The Drapery Falls,Opeth,-0.9761,0.185,0.757,0.058
The Funeral Portrait,Opeth,0.8779,0.073,0.802,0.125
The Grand Conjuration,Opeth,0.7579,0.117,0.72,0.163
The Lotus Eater,Opeth,-0.9726,0.221,0.653,0.126
The Night And The Silent Water,Opeth,-0.9438,0.161,0.777,0.062
The Twilight Is My Robe,Opeth,0.6808,0.046,0.841,0.113
Wreath,Opeth,-0.9732,0.185,0.706,0.11
A Call To Awake,Orphaned Land,-0.9816,0.201,0.701,0.098
A Neverending Way,Orphaned Land,0.9538,0.122,0.625,0.252
Blessed Be Thy Hate,Orphaned Land,0.6649,0.112,0.716,0.172
El Meod Na'ala,Orphaned Land,0.9766,0.0,0.762,0.238
"Find Your Self, Discover God",Orphaned Land,0.9831,0.012,0.787,0.201
Flawless Belief,Orphaned Land,0.9851,0.018,0.762,0.22
New Jerusalem,Orphaned Land,-0.8176,0.144,0.781,0.075
Olat Ha'tamid,Orphaned Land,0.9628,0.0,0.807,0.193
Shir Hama'alot,Orphaned Land,0.0,0.0,1.0,0.0
The Kiss Of Babylon,Orphaned Land,-0.6246,0.139,0.762,0.099
The Path Part 1 - Treading Through Darkness,Orphaned Land,-0.9652,0.175,0.781,0.044
The Truth Within,Orphaned Land,-0.5267,0.107,0.803,0.09
All Er Nothin',Oscar Hammerstein,0.9944,0.051,0.793,0.157
I Whistle A Happy Tune,Oscar Hammerstein,0.8346,0.192,0.608,0.2
Kansas City,Oscar Hammerstein,0.9285,0.009,0.921,0.07
My Lord And Master,Oscar Hammerstein,0.8744,0.065,0.79,0.145
Oh What A Beautiful Mornin',Oscar Hammerstein,0.9966,0.0,0.664,0.336
Oklahoma,Oscar Hammerstein,0.9823,0.036,0.831,0.132
Out Of My Dreams,Oscar Hammerstein,0.9638,0.044,0.781,0.175
People Will Say We're In Love,Oscar Hammerstein,0.9876,0.098,0.712,0.19
Shall We Dance,Oscar Hammerstein,0.9834,0.007,0.852,0.142
The Surrey With The Fringe On Top,Oscar Hammerstein,0.962,0.024,0.885,0.091
634-5789,Otis Redding,0.9968,0.018,0.669,0.313
A Change Is Gonna Come,Otis Redding,0.3777,0.081,0.831,0.088
A Waste Of Time,Otis Redding,0.4397,0.14,0.702,0.158
Any Ole Way,Otis Redding,0.9989,0.0,0.674,0.326
Any Ole Way - Live,Otis Redding,0.9989,0.0,0.674,0.326
Are You Lonely For Me Baby,Otis Redding,-0.9938,0.239,0.687,0.074
Bring It On Home To Me,Otis Redding,0.9935,0.042,0.671,0.287
Can't Turn You Loose,Otis Redding,0.9967,0.038,0.673,0.289
Can't Turn You Loose - Live,Otis Redding,0.9964,0.016,0.762,0.222
Chain Gang,Otis Redding,-0.1734,0.055,0.909,0.035
Chained And Bound,Otis Redding,0.9954,0.048,0.702,0.251
Champagne And Wine,Otis Redding,0.9963,0.009,0.714,0.277
Cigarettes And Coffee,Otis Redding,0.9988,0.027,0.669,0.304
Come To Me,Otis Redding,0.966,0.053,0.784,0.163
Cupid,Otis Redding,0.9894,0.081,0.707,0.211
Day Tripper,Otis Redding,0.9909,0.07,0.725,0.205
Demonstration,Otis Redding,0.9986,0.037,0.557,0.406
Down In The Valley,Otis Redding,0.9087,0.084,0.78,0.136
Free Me,Otis Redding,0.9892,0.133,0.618,0.249
I Love You More Than Words Can Say,Otis Redding,-0.8899,0.142,0.78,0.077
I'll Let Nothing Separate Us,Otis Redding,0.9921,0.026,0.721,0.252
I'm A Changed Man,Otis Redding,0.9894,0.017,0.787,0.196
I'm Depending On You,Otis Redding,0.9847,0.026,0.744,0.229
I'm Sick Y'all,Otis Redding,-0.992,0.244,0.626,0.13
It's Too Late,Otis Redding,0.9632,0.075,0.784,0.141
I've Got Dreams To Remember,Otis Redding,0.9986,0.045,0.527,0.428
Love Have Mercy,Otis Redding,0.9984,0.122,0.497,0.381
Loving By The Pound,Otis Redding,0.9985,0.0,0.687,0.313
Merry Christmas Baby,Otis Redding,0.9992,0.0,0.46,0.54
My Girl,Otis Redding,0.919,0.014,0.889,0.097
New Year's Resolution,Otis Redding,0.9884,0.078,0.724,0.198
Nobody Knows You,Otis Redding,0.9836,0.045,0.772,0.183
Nobody Knows You When You're Down And Out,Otis Redding,0.9825,0.036,0.829,0.135
Nobody's Fault But Mine,Otis Redding,-0.9881,0.27,0.606,0.124
Ol' Man Trouble,Otis Redding,0.5569,0.143,0.647,0.21
Ole Man Trouble,Otis Redding,0.5569,0.143,0.647,0.21
Pain In My Heart,Otis Redding,-0.9784,0.258,0.648,0.094
Papa's Got A Brand New Bag,Otis Redding,0.6319,0.055,0.848,0.097
Remember Me,Otis Redding,0.9791,0.047,0.784,0.169
Rock Me Baby,Otis Redding,0.9835,0.017,0.821,0.162
Scratch My Back,Otis Redding,0.7834,0.027,0.86,0.114
Security,Otis Redding,0.9965,0.077,0.529,0.394
She Put The Hurt On Me,Otis Redding,-0.9776,0.164,0.738,0.097
Stay In School,Otis Redding,0.8568,0.037,0.883,0.08
Sweet Lorene,Otis Redding,0.9416,0.066,0.793,0.141
That's How Strong My Love Is,Otis Redding,0.9994,0.033,0.518,0.449
Wonderful World,Otis Redding,0.9984,0.0,0.759,0.241
You Made A Man Out Of Me,Otis Redding,0.9969,0.0,0.763,0.237
All My Friends,Our Lady Peace,0.838,0.062,0.79,0.148
Boy,Our Lady Peace,0.9772,0.028,0.853,0.12
Can't Make It Good (Century Hotel),Our Lady Peace,-0.9606,0.118,0.847,0.035
Clumsy,Our Lady Peace,0.9329,0.095,0.729,0.176
Disgusted,Our Lady Peace,-0.9945,0.195,0.787,0.019
Don't Stop,Our Lady Peace,0.9185,0.156,0.652,0.192
Dreamland,Our Lady Peace,0.7964,0.069,0.838,0.093
Drive,Our Lady Peace,-0.9618,0.174,0.806,0.02
Eternal Life,Our Lady Peace,-0.8878,0.195,0.64,0.165
Everyone's A Junkie,Our Lady Peace,-0.9831,0.14,0.808,0.052
Happiness And The Fish,Our Lady Peace,-0.9377,0.245,0.611,0.145
Home,Our Lady Peace,0.9591,0.01,0.866,0.124
If You Believe,Our Lady Peace,0.4372,0.079,0.837,0.084
In Repair,Our Lady Peace,-0.7964,0.168,0.688,0.144
Is It Safe,Our Lady Peace,-0.7684,0.117,0.809,0.074
Julia,Our Lady Peace,-0.3464,0.136,0.722,0.142
Kiss On The Mouth,Our Lady Peace,0.9737,0.219,0.491,0.29
Let You Down,Our Lady Peace,-0.5826,0.181,0.696,0.124
Life,Our Lady Peace,-0.9331,0.152,0.733,0.115
Love And Trust,Our Lady Peace,0.968,0.118,0.711,0.172
Our Time Is Fading,Our Lady Peace,0.9711,0.106,0.675,0.219
Out Of Here,Our Lady Peace,-0.8454,0.133,0.831,0.035
Paper Moon,Our Lady Peace,0.9538,0.043,0.838,0.12
Rabbits,Our Lady Peace,0.8225,0.112,0.712,0.176
Right Behind You,Our Lady Peace,-0.9684,0.223,0.679,0.098
R.K. 1949-97,Our Lady Peace,-0.4588,0.117,0.826,0.058
Shaking,Our Lady Peace,-0.8134,0.092,0.89,0.017
Talk Is Cheap,Our Lady Peace,0.9601,0.01,0.897,0.094
Teardrop,Our Lady Peace,0.9901,0.088,0.553,0.359
Teardrop-Carnival,Our Lady Peace,-0.2857,0.131,0.738,0.131
The Birdman,Our Lady Peace,-0.961,0.145,0.811,0.044
The End Is Where We Begin,Our Lady Peace,-0.4331,0.084,0.828,0.088
The Needle And The Damage Done,Our Lady Peace,-0.828,0.136,0.789,0.075
The Story Of 100 Aisles,Our Lady Peace,0.526,0.091,0.779,0.13
The Wonderful Future,Our Lady Peace,0.9791,0.071,0.688,0.241
Thief,Our Lady Peace,0.9663,0.047,0.84,0.113
Tomorrow Never Knows,Our Lady Peace,0.6204,0.074,0.828,0.098
Trapeze,Our Lady Peace,-0.9957,0.289,0.681,0.03
Under Zenith,Our Lady Peace,0.9573,0.015,0.803,0.182
Walking In Circles,Our Lady Peace,0.9618,0.029,0.769,0.202
Whatever,Our Lady Peace,-0.2819,0.088,0.808,0.103
Where Are You,Our Lady Peace,0.999,0.057,0.62,0.324
Will Someday Change,Our Lady Peace,0.969,0.041,0.735,0.224
Will The Future Blame Us,Our Lady Peace,-0.9611,0.167,0.77,0.063
With Or Without You,Our Lady Peace,0.2684,0.021,0.931,0.048
World On A String,Our Lady Peace,-0.9423,0.166,0.727,0.107
Yourself,Our Lady Peace,-0.9632,0.165,0.802,0.032
A Friend,Out Of Eden,0.998,0.038,0.682,0.28
Can't Let Go,Out Of Eden,0.4149,0.051,0.872,0.076
Confused,Out Of Eden,-0.9843,0.133,0.839,0.028
Day Like Today,Out Of Eden,0.9908,0.063,0.754,0.183
Different Now,Out Of Eden,0.9366,0.059,0.85,0.091
Drama Free,Out Of Eden,-0.8005,0.159,0.711,0.13
Draw You Near,Out Of Eden,-0.575,0.173,0.684,0.143
Get It Right,Out Of Eden,0.9638,0.061,0.811,0.128
Get To Heaven,Out Of Eden,0.9941,0.059,0.712,0.229
Good Time,Out Of Eden,0.9977,0.048,0.666,0.286
Greater Love,Out Of Eden,0.9918,0.072,0.708,0.22
Here's My Heart,Out Of Eden,0.9956,0.013,0.792,0.195
I Know,Out Of Eden,0.974,0.047,0.856,0.097
If You Really Knew,Out Of Eden,0.9992,0.046,0.671,0.283
It's Me,Out Of Eden,0.9684,0.052,0.817,0.131
Just The Way,Out Of Eden,0.9951,0.021,0.835,0.144
Lookin' For Love,Out Of Eden,0.3472,0.106,0.795,0.099
